,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,-1000.0,0.0,-1000.0,0.24333333333333335,0.5,0.11499999999999999,1.0,0.615,0.865,1.2433333333333334,1.5,1.115,1.4933333333333334,1.8,1.615,2.066666666666667,1.865,2.243333333333333,2.115,2.566666666666667,2.4766666666666666,2.8,2.615,3.066666666666667,2.865,3.243333333333333,3.115,3.566666666666667,3.46,3.783333333333333,3.615,4.066666666666666,3.865,4.243333333333333,4.115,4.566666666666666,4.46,4.783333333333333,4.615,5.066666666666666,4.865,5.243333333333333,5.115,5.566666666666666,5.493333333333334,5.783333333333333,5.615,6.066666666666666,5.865,6.243333333333333,6.115,6.566666666666666,6.493333333333334,6.8,6.615,7.066666666666666,6.865,7.243333333333333,7.115,7.566666666666666,7.476666666666667,7.8,7.615,8.066666666666666,7.865,8.243333333333334,8.115,8.566666666666666,8.443333333333333,8.8,8.615,9.066666666666666,8.865,9.243333333333334,9.115,9.426666666666666,9.566666666666666,9.8,9.615,10.066666666666666,9.865,10.243333333333334,10.115,10.393333333333333,10.566666666666666,10.8,10.615,11.066666666666666,10.865,11.243333333333334,11.115,11.393333333333333,11.566666666666666,11.85,11.615,12.116666666666667,11.865,12.115,12.393333333333333,12.616666666666667,12.85,12.615,13.016666666666667,12.865,13.115,13.516666666666667,13.85,13.615,14.016666666666667,14.115,14.516666666666667,14.615,15.016666666666667,15.115,15.516666666666667,16.016666666666666
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.065,0.45,0.7,0.8483333333333333,0.565,0.95,0.8083333333333332,0.865,1.45,1.1316666666666666,1.7,1.8483333333333334,1.95,1.6316666666666666,1.791666666666667,1.865,2.45,2.131666666666667,2.7,2.848333333333333,2.95,2.631666666666667,2.775,2.8483333333333336,3.45,3.131666666666667,3.7,3.848333333333333,3.95,3.631666666666667,3.775,3.8483333333333336,4.45,4.131666666666667,4.7,4.848333333333334,4.95,4.631666666666667,4.808333333333333,4.848333333333334,5.45,5.131666666666667,5.7,5.848333333333334,5.95,5.631666666666667,5.808333333333333,5.865,6.45,6.131666666666667,6.7,6.848333333333334,6.95,6.631666666666667,6.791666666666666,6.865,7.45,7.131666666666667,7.7,7.848333333333334,7.95,7.631666666666668,7.758333333333333,7.865,8.45,8.131666666666668,8.7,8.848333333333333,8.95,8.741666666666667,8.631666666666668,8.865,9.45,9.131666666666668,9.7,9.848333333333333,9.95,9.708333333333332,9.631666666666668,9.865,10.45,10.131666666666668,10.7,10.848333333333333,10.95,10.708333333333332,10.631666666666668,10.915000000000001,11.45,11.181666666666667,11.7,11.95,11.708333333333332,11.681666666666667,11.915000000000001,12.45,12.081666666666667,12.7,12.95,12.581666666666667,12.915000000000001,13.45,13.081666666666667,13.95,13.581666666666667,14.45,14.081666666666667,14.95,14.581666666666667,15.081666666666667
0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,-1000.0,0.5,0.11499999999999999,0.365,0.7433333333333334,1.0,0.615,0.9933333333333333,1.3,1.115,1.5666666666666667,1.365,1.7433333333333334,1.615,2.066666666666667,1.9766666666666668,2.3,2.115,2.566666666666667,2.365,2.743333333333333,2.615,3.066666666666667,2.96,3.283333333333333,3.115,3.566666666666667,3.365,3.743333333333333,3.615,4.066666666666666,3.9599999999999995,4.283333333333333,4.115,4.566666666666666,4.365,4.743333333333333,4.615,5.066666666666666,4.993333333333334,5.283333333333333,5.115,5.566666666666666,5.365,5.743333333333333,5.615,6.066666666666666,5.993333333333334,6.3,6.115,6.566666666666666,6.365,6.743333333333333,6.615,7.066666666666666,6.976666666666667,7.3,7.115,7.566666666666666,7.365,7.743333333333333,7.615,8.066666666666666,7.943333333333334,8.3,8.115,8.566666666666666,8.365,8.743333333333334,8.615,8.926666666666666,9.066666666666666,9.3,9.115,9.566666666666666,9.365,9.743333333333334,9.615,9.893333333333333,10.066666666666666,10.3,10.115,10.566666666666666,10.365,10.743333333333334,10.615,10.893333333333333,11.066666666666666,11.35,11.115,11.616666666666667,11.365,11.615,11.893333333333333,12.116666666666667,12.35,12.115,12.516666666666667,12.365,12.615,13.016666666666667,13.35,13.115,13.516666666666667,13.615,14.016666666666667,14.115,14.516666666666667,14.615,15.016666666666667,15.516666666666667
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.008333333333333304,0.11066666666666669,0.3933333333333333,0.2583333333333333,0.6666666666666666,0.6933333333333334,0.7583333333333334,0.9600000000000001,1.0083333333333333,1.1106666666666665,1.2583333333333333,1.4600000000000002,1.65,1.6933333333333334,1.7583333333333333,1.9600000000000002,2.0083333333333333,2.110666666666667,2.2583333333333333,2.46,2.6333333333333333,2.6766666666666667,2.7583333333333333,2.96,3.0083333333333333,3.110666666666667,3.2583333333333333,3.46,3.6333333333333333,3.6766666666666667,3.7583333333333333,3.9599999999999995,4.008333333333333,4.110666666666667,4.258333333333333,4.46,4.666666666666667,4.676666666666667,4.758333333333333,4.96,5.008333333333333,5.110666666666667,5.258333333333333,5.46,5.666666666666667,5.693333333333333,5.758333333333333,5.96,6.008333333333333,6.110666666666667,6.258333333333333,6.46,6.65,6.693333333333333,6.758333333333333,6.96,7.008333333333333,7.110666666666667,7.258333333333333,7.46,7.616666666666666,7.693333333333333,7.758333333333333,7.96,8.008333333333333,8.110666666666667,8.258333333333333,8.6,8.459999999999999,8.693333333333333,8.758333333333333,8.959999999999999,9.008333333333333,9.110666666666667,9.258333333333333,9.566666666666666,9.459999999999999,9.693333333333333,9.758333333333333,9.959999999999999,10.008333333333333,10.110666666666667,10.258333333333333,10.566666666666666,10.459999999999999,10.743333333333332,10.758333333333333,11.01,11.008333333333333,11.258333333333333,11.566666666666666,11.51,11.743333333333332,11.758333333333333,11.91,12.008333333333333,12.258333333333333,12.41,12.743333333333332,12.758333333333333,12.91,13.258333333333333,13.41,13.758333333333333,13.91,14.258333333333333,14.41,14.91
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.2,0.3483333333333334,0.065,0.45,0.30833333333333335,0.365,0.95,0.6316666666666666,1.2,1.3483333333333334,1.45,1.1316666666666666,1.2916666666666665,1.365,1.95,1.6316666666666666,2.2,2.348333333333333,2.45,2.131666666666667,2.275,2.3483333333333336,2.95,2.631666666666667,3.2,3.348333333333333,3.45,3.131666666666667,3.275,3.3483333333333336,3.95,3.631666666666667,4.2,4.348333333333334,4.45,4.131666666666667,4.308333333333333,4.348333333333334,4.95,4.631666666666667,5.2,5.348333333333334,5.45,5.131666666666667,5.308333333333333,5.365,5.95,5.631666666666667,6.2,6.348333333333334,6.45,6.131666666666667,6.291666666666666,6.365,6.95,6.631666666666667,7.2,7.348333333333334,7.45,7.131666666666667,7.258333333333333,7.365,7.95,7.631666666666668,8.2,8.348333333333333,8.45,8.241666666666667,8.131666666666668,8.365,8.95,8.631666666666668,9.2,9.348333333333333,9.45,9.208333333333332,9.131666666666668,9.365,9.95,9.631666666666668,10.2,10.348333333333333,10.45,10.208333333333332,10.131666666666668,10.415000000000001,10.95,10.681666666666667,11.2,11.45,11.208333333333332,11.181666666666667,11.415000000000001,11.95,11.581666666666667,12.2,12.45,12.081666666666667,12.415000000000001,12.95,12.581666666666667,13.45,13.081666666666667,13.95,13.581666666666667,14.45,14.081666666666667,14.581666666666667
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.24333333333333335,0.5,0.11499999999999999,0.4933333333333333,0.8,0.615,1.0666666666666667,0.865,1.2433333333333334,1.115,1.5666666666666667,1.4766666666666668,1.8,1.615,2.066666666666667,1.865,2.243333333333333,2.115,2.566666666666667,2.46,2.783333333333333,2.615,3.066666666666667,2.865,3.243333333333333,3.115,3.566666666666667,3.46,3.783333333333333,3.615,4.066666666666666,3.865,4.243333333333333,4.115,4.566666666666666,4.493333333333334,4.783333333333333,4.615,5.066666666666666,4.865,5.243333333333333,5.115,5.566666666666666,5.493333333333334,5.8,5.615,6.066666666666666,5.865,6.243333333333333,6.115,6.566666666666666,6.476666666666667,6.8,6.615,7.066666666666666,6.865,7.243333333333333,7.115,7.566666666666666,7.443333333333333,7.8,7.615,8.066666666666666,7.865,8.243333333333334,8.115,8.426666666666666,8.566666666666666,8.8,8.615,9.066666666666666,8.865,9.243333333333334,9.115,9.393333333333333,9.566666666666666,9.8,9.615,10.066666666666666,9.865,10.243333333333334,10.115,10.393333333333333,10.566666666666666,10.85,10.615,11.116666666666667,10.865,11.115,11.393333333333333,11.616666666666667,11.85,11.615,12.016666666666667,11.865,12.115,12.516666666666667,12.85,12.615,13.016666666666667,13.115,13.516666666666667,13.615,14.016666666666667,14.115,14.516666666666667,15.016666666666667
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.45,0.1316666666666667,0.7,0.8483333333333333,0.95,0.6316666666666666,0.7916666666666666,0.865,1.45,1.1316666666666666,1.7,1.8483333333333334,1.95,1.6316666666666666,1.775,1.8483333333333334,2.45,2.131666666666667,2.7,2.848333333333333,2.95,2.631666666666667,2.775,2.8483333333333336,3.45,3.131666666666667,3.7,3.848333333333333,3.95,3.631666666666667,3.808333333333333,3.8483333333333336,4.45,4.131666666666667,4.7,4.848333333333334,4.95,4.631666666666667,4.808333333333333,4.865,5.45,5.131666666666667,5.7,5.848333333333334,5.95,5.631666666666667,5.791666666666666,5.865,6.45,6.131666666666667,6.7,6.848333333333334,6.95,6.631666666666667,6.758333333333333,6.865,7.45,7.131666666666667,7.7,7.848333333333334,7.95,7.741666666666667,7.631666666666668,7.865,8.45,8.131666666666668,8.7,8.848333333333333,8.95,8.708333333333332,8.631666666666668,8.865,9.45,9.131666666666668,9.7,9.848333333333333,9.95,9.708333333333332,9.631666666666668,9.915000000000001,10.45,10.181666666666667,10.7,10.95,10.708333333333332,10.681666666666667,10.915000000000001,11.45,11.081666666666667,11.7,11.95,11.581666666666667,11.915000000000001,12.45,12.081666666666667,12.95,12.581666666666667,13.45,13.081666666666667,13.95,13.581666666666667,14.081666666666667
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.3,0.11499999999999999,0.5666666666666667,0.365,0.7433333333333334,0.615,1.0666666666666667,0.9766666666666667,1.3,1.115,1.5666666666666667,1.365,1.7433333333333334,1.615,2.066666666666667,1.9600000000000002,2.283333333333333,2.115,2.566666666666667,2.365,2.743333333333333,2.615,3.066666666666667,2.96,3.283333333333333,3.115,3.566666666666667,3.365,3.743333333333333,3.615,4.066666666666666,3.9933333333333336,4.283333333333333,4.115,4.566666666666666,4.365,4.743333333333333,4.615,5.066666666666666,4.993333333333334,5.3,5.115,5.566666666666666,5.365,5.743333333333333,5.615,6.066666666666666,5.976666666666667,6.3,6.115,6.566666666666666,6.365,6.743333333333333,6.615,7.066666666666666,6.943333333333333,7.3,7.115,7.566666666666666,7.365,7.743333333333333,7.615,7.926666666666667,8.066666666666666,8.3,8.115,8.566666666666666,8.365,8.743333333333334,8.615,8.893333333333333,9.066666666666666,9.3,9.115,9.566666666666666,9.365,9.743333333333334,9.615,9.893333333333333,10.066666666666666,10.35,10.115,10.616666666666667,10.365,10.615,10.893333333333333,11.116666666666667,11.35,11.115,11.516666666666667,11.365,11.615,12.016666666666667,12.35,12.115,12.516666666666667,12.615,13.016666666666667,13.115,13.516666666666667,13.615,14.016666666666667,14.516666666666667
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,-1000.0,0.26666666666666666,0.065,0.4433333333333333,0.31499999999999995,0.7666666666666667,0.6766666666666666,1.0,0.815,1.2666666666666666,1.065,1.4433333333333334,1.315,1.7666666666666666,1.6600000000000001,1.9833333333333334,1.8150000000000002,2.2666666666666666,2.0650000000000004,2.4433333333333334,2.3150000000000004,2.7666666666666666,2.6599999999999997,2.9833333333333334,2.8150000000000004,3.2666666666666666,3.0650000000000004,3.4433333333333334,3.3150000000000004,3.7666666666666666,3.6933333333333334,3.9833333333333334,3.8150000000000004,4.266666666666667,4.065,4.443333333333333,4.315,4.766666666666667,4.693333333333333,5.0,4.815,5.266666666666667,5.065,5.443333333333333,5.315,5.766666666666667,5.676666666666667,6.0,5.815,6.266666666666667,6.065,6.443333333333333,6.315,6.766666666666667,6.6433333333333335,7.0,6.815,7.266666666666667,7.065,7.443333333333333,7.315,7.626666666666667,7.766666666666667,8.0,7.8149999999999995,8.266666666666667,8.065,8.443333333333333,8.315,8.593333333333332,8.766666666666667,9.0,8.815,9.266666666666667,9.065,9.443333333333333,9.315,9.593333333333332,9.766666666666667,10.05,9.815,10.316666666666666,10.065,10.315,10.593333333333332,10.816666666666666,11.05,10.815,11.216666666666667,11.065,11.315,11.716666666666667,12.05,11.815,12.216666666666667,12.315,12.716666666666667,12.815,13.216666666666667,13.315,13.716666666666667,14.216666666666667
0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.010666666666666658,0.15833333333333333,0.36,0.55,0.5933333333333333,0.6583333333333333,0.86,0.9083333333333333,1.0106666666666668,1.1583333333333332,1.36,1.5333333333333334,1.5766666666666667,1.6583333333333332,1.86,1.9083333333333332,2.010666666666667,2.158333333333333,2.36,2.533333333333333,2.5766666666666667,2.658333333333333,2.86,2.908333333333333,3.010666666666667,3.158333333333333,3.36,3.566666666666667,3.5766666666666667,3.658333333333333,3.86,3.9083333333333337,4.010666666666666,4.158333333333333,4.36,4.566666666666666,4.593333333333334,4.658333333333333,4.86,4.908333333333333,5.010666666666666,5.158333333333333,5.36,5.55,5.593333333333334,5.658333333333333,5.86,5.908333333333333,6.010666666666666,6.158333333333333,6.36,6.516666666666667,6.593333333333334,6.658333333333333,6.86,6.908333333333333,7.010666666666666,7.158333333333333,7.5,7.36,7.593333333333334,7.658333333333333,7.86,7.908333333333333,8.010666666666667,8.158333333333333,8.466666666666667,8.36,8.593333333333332,8.658333333333333,8.86,8.908333333333333,9.010666666666667,9.158333333333333,9.466666666666667,9.36,9.643333333333333,9.658333333333333,9.91,9.908333333333333,10.158333333333333,10.466666666666667,10.41,10.643333333333333,10.658333333333333,10.809999999999999,10.908333333333333,11.158333333333333,11.309999999999999,11.643333333333333,11.658333333333333,11.809999999999999,12.158333333333333,12.309999999999999,12.658333333333333,12.809999999999999,13.158333333333333,13.309999999999999,13.809999999999999
